name,R2,R2_std,MAE,MAE_std,RMSE,RMSE_std,within_1_height,within_2_height,within_3_height,within_4_height,within_5_height,within_6_height,within_7_height,within_8_height,within_9_height,within_10_height,within_11_height,within_12_height,within_13_height,within_14_height,within_15_height,within_16_height,within_17_height,within_18_height,within_19_height,R2_seed_0
Spain_random-cv,0.6464289172973641,0.0,0.8594741786986129,0.0,1.4794075694172732,0.0,0.7044904043227129,0.8616079746599591,0.9482951369480157,0.9742407303894168,0.9873765604620831,0.9920346562325322,0.9952021613564376,0.9970188187069127,0.997810694987889,0.9987888950996833,0.9993478665921371,0.9997205142537731,0.999906838084591,0.999906838084591,1.0,1.0,1.0,1.0,1.0,0.6464289172973641
France_random-cv,0.6761611267578564,0.0,0.9813286736125317,0.0,1.4247182273689216,0.0,0.644147347461243,0.8858727675396711,0.957575634435256,0.9814901355222787,0.9909380904971857,0.9953064997866589,0.9971960907816403,0.9983339090151775,0.9990247272283965,0.9993294999695226,0.9994310908832312,0.9996139545279068,0.9997968181725824,0.9998577727208076,0.9998780909035493,0.9999187272690327,0.9999593636345162,0.9999593636345162,0.9999796818172579,0.6761611267578564
